epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,0.6764264026684548,0.7283582091331482,0.503689639708575,0.8059348779566148
1,0.6117533578801511,0.7551305970149254,0.44757487668710594,0.8193277330959544
2,0.6083715446849367,0.748414179282402,0.4872448558316511,0.801207984195036
3,0.6085265919343749,0.7547574630424158,0.4269263902131249,0.8190651290556964
4,0.5278370616151326,0.7851679102698369,0.4765964536105885,0.8077731132507324
5,0.5565762477579401,0.7773320897301631,0.5005678867592531,0.8169642897213206
6,0.4936033367221035,0.7935634326578965,0.4523540393394582,0.8164390781346489
7,0.5325860874866372,0.7803171641791045,0.4669748667408438,0.8219537840170019
8,0.5278754016356682,0.7802238811307879,0.4986982450765722,0.8040966426624971
9,0.47466765788953696,0.8048507464465811,0.5069485026247361,0.805409666369943
10,0.5310123146914724,0.7808768660274904,0.5140452091308201,0.7941176470588235
11,0.4945618617000864,0.8014925371355085,0.4397803685244392,0.820903364349814
12,0.5124214320485272,0.7918843284471712,0.5264293691691231,0.7767857172909904
13,0.45635089211499513,0.804570895522388,0.4997428585501278,0.7736344547832713
14,0.4732009817415209,0.8007462691904893,0.4083684380440151,0.8235294117647058
15,0.47433461182153047,0.8027985078185352,0.4298489453161464,0.8361344547832713
16,0.46162033503624933,0.8068097020263103,0.46025899227927713,0.8090861369581783
17,0.46407482361615593,0.8118470151032975,0.4079800440984614,0.8377100860371309
18,0.42009798581920454,0.8249067165958348,0.5121421892853344,0.7786239525851082
19,0.47613966220350407,0.8007462687456786,0.4324667357346591,0.8253676470588235
20,0.45383604048792997,0.8118470151032975,0.4383283730815439,0.8164390781346489
21,0.4806859964755044,0.7987873136107602,0.527795260443407,0.7825630272136015
22,0.4583119494256689,0.8148320895522388,0.424570479813744,0.8224789956036735
23,0.46294129284015345,0.8071828359988198,0.39397552258828106,0.8319327761145199
24,0.47672181276243125,0.805410448294967,0.4322974094573189,0.8127626075464136
25,0.42312623894036705,0.8246268656716418,0.4385691153652528,0.8371848779566148
26,0.42040002412760435,0.8258395524167302,0.4535437541849473,0.8159138665479773
27,0.42268334251286377,0.8253731345062825,0.46931711891118216,0.7886029411764706
28,0.42718155126073465,0.8296641796382506,0.4430745156372295,0.8340336154488956
29,0.4557376508392505,0.8151119404764318,0.4221244778703241,0.8230042036841897
30,0.4229215057705765,0.8272388061480735,0.3807167314431247,0.8450630272136015
31,0.4557766778700387,0.8063432841158625,0.4120054543018341,0.8329831957817078
32,0.40665812701431675,0.8248134326578965,0.4408918443848105,0.8035714310758254
33,0.43091290966788337,0.8250932835820896,0.37604685478350697,0.8361344547832713
34,0.44605315220889763,0.8099813434615064,0.38998547196388245,0.8293067251934725
35,0.42965687055196333,0.8216417912227004,0.3855080087395275,0.836659666369943
36,0.4017827455232392,0.8327425371355085,0.4589879565379199,0.8098739525851082
37,0.43920526030793117,0.8192164177325234,0.41841210950823393,0.821165968390072
38,0.4122183258408931,0.8217350751606386,0.47373627038563,0.8177521018420949
39,0.4366484678058482,0.8178171640011802,0.4032919669852537,0.8224789956036735
40,0.38472754908586615,0.8407649255510586,0.4736437219030717,0.8135504231733435
41,0.43719648536461503,0.8183768658495661,0.41743069624199586,0.8348214310758254
42,0.37537597631340597,0.8470149253731343,0.33891593270442066,0.8763130272136015
43,0.39704121905031486,0.8350746266877473,0.4686308064881493,0.8101365566253662
44,0.39044061392100887,0.840391791578549,0.37419838458299637,0.832457984195036
45,0.40136247873306274,0.8364738804190907,0.43507208894280824,0.8177521018420949
46,0.40110875599419893,0.8316231343283582,0.4389030863257015,0.8201155487228843
47,0.39383098060515387,0.8377798511021173,0.3574158689555,0.8560924389783073
48,0.3979858819450905,0.8285447759414787,0.46087173766949596,0.8061974819968728
49,0.36138985439467786,0.8469216423248177,0.4391207835253547,0.806722690077389
