epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,0.7138628568222274,0.7177238811307879,0.5022349164766424,0.8043592467027552
1,0.566765724278208,0.7620335826233252,0.4032621296013103,0.8345588235294118
2,0.5209927781304317,0.7768656718197153,0.3386791865615284,0.8744747919194839
3,0.4873981822782488,0.7853544781457132,0.3787333141354954,0.8474264705882353
4,0.47944799799527693,0.7962686570722666,0.3660365246674594,0.8426995838389677
5,0.4642376174677664,0.8030783587427281,0.38831015018855825,0.8500525250154383
6,0.4626856401785096,0.7988805975486983,0.40495627943207235,0.8293067251934725
7,0.46501179150681,0.7977611938519265,0.3967592733747819,0.8340336154488956
8,0.44926046657918106,0.8150186565384936,0.41547602371257897,0.8327205882352942
9,0.44232105830712104,0.8108208953444638,0.38705111075850096,0.8293067251934725
10,0.45767177685872834,0.7962686570722666,0.3511806945590412,0.8518907603095559
11,0.42488877586464385,0.8227611940298507,0.42367763729656444,0.8348214310758254
12,0.43425755847745867,0.8153917914006248,0.4126260035178241,0.8382352941176471
13,0.45330447559036424,0.8156716423248177,0.39164866244091706,0.842174372252296
14,0.42368013823210304,0.8207089554018049,0.42262963862980113,0.812237395959742
15,0.4265929705171443,0.8217350751606386,0.3884511642596301,0.8335084073683795
16,0.4300951117010259,0.8193097016704616,0.39981406488839316,0.8579306742724251
17,0.4139461704154513,0.8208022393397431,0.39969492309233723,0.8164390781346489
18,0.4019548988609172,0.832089552238806,0.39528106941896324,0.8285189095665427
19,0.39915085633966463,0.8325559701492538,0.3890278234201319,0.8237920193111196
20,0.3993969163787899,0.824440298685387,0.38413044284371767,0.8495273134287666
21,0.37862848790723885,0.8423507462686567,0.3899192665429676,0.8243172308977913
22,0.3840009427782315,0.8381529850746269,0.39042418493944053,0.8495273134287666
23,0.41115160286426544,0.8236940298507462,0.4335053335217869,0.8237920193111196
24,0.3838884792665937,0.8397388057922249,0.40701564182253447,0.8248424389783073
25,0.3941021437075601,0.826585821251371,0.3796244114637375,0.8319327761145199
26,0.39705434663971856,0.8347947766531759,0.44562920752693624,0.8219537840170019
27,0.3655520330614118,0.8389925378472057,0.3646766087588142,0.8482142897213206
28,0.3767529779405736,0.840391791578549,0.4365290482254589,0.8206407603095559
29,0.3478903281154917,0.8514925374913571,0.3761194628827712,0.8505777330959544
30,0.35844522236443277,0.8568097014925373,0.35644881251980276,0.8555672308977913
31,0.37190402821818397,0.8409514925373134,0.41291484499678893,0.8311449604875901
32,0.4017985558776713,0.8305970154591461,0.3854151823941399,0.8335084073683795
33,0.3650673896963917,0.8402985076406109,0.386788926580373,0.846376054427203
34,0.3506177374676092,0.8545708958782366,0.4199715133975534,0.8285189095665427
35,0.3463469850483225,0.8604477617278028,0.47839531653067646,0.8169642897213206
36,0.3447493362560201,0.8544776119402985,0.3800257742404938,0.8579306742724251
37,0.3813793441252922,0.8425373132549115,0.41585294727016897,0.8384979016640607
38,0.3626749353177512,0.8478544781457132,0.40388357113389406,0.8274684898993548
39,0.3502512956733134,0.8518656714638667,0.42500485918101144,0.8177521018420949
40,0.3625744367713359,0.8469216423248177,0.38968869079561796,0.8429621878792258
41,0.36132129737690316,0.8482276121182228,0.36897983270532947,0.8550420193111196
42,0.3490087332120582,0.8574626863892398,0.4204559028148651,0.8298319367801442
43,0.3577355813624254,0.8472014923593891,0.38545915572082295,0.8513655487228843
44,0.34912329489615423,0.8511194035188475,0.40977837934213523,0.8156512625077191
45,0.34398467694200685,0.8610074626865671,0.41698866819634156,0.8308823529411765
46,0.32193668509152396,0.8589552240585213,0.4022793103666866,0.8298319367801442
47,0.35513668051406516,0.8520522393397431,0.39770907338927775,0.832457984195036
48,0.33832783702371727,0.8549440298507462,0.4028928314938265,0.8316701720742619
49,0.36240855615530443,0.8441231348621312,0.3724938762538573,0.8377100860371309
50,0.32846116641564155,0.8674440303845192,0.429894556017483,0.8103991606656242
51,0.34101033199634123,0.858115672175564,0.39875756730051604,0.832195380154778
52,0.3712787334598712,0.8387126869230128,0.4064730291857439,0.8482142897213206
53,0.3342375423926026,0.8640858210734467,0.31162742306204405,0.8786764705882353
54,0.32860513776540756,0.8617537315212079,0.3712707429247744,0.8511029411764706
55,0.3024542965550921,0.8790111942077751,0.374343084061847,0.8629201720742619
56,0.3253949896168353,0.8641791050113848,0.3933602220871869,0.8450630272136015
57,0.33031146940010697,0.8553171647128774,0.3816214309019201,0.8390231132507324
58,0.33932343959363537,0.8589552240585213,0.37910275687189665,0.8353466426624971
59,0.3455066072629459,0.8600746268656716,0.4358186721801758,0.8103991606656242
60,0.3308854716927258,0.8636194031629989,0.38245586875606985,0.8469012625077191
61,0.3076993172515684,0.8694029850746269,0.3248823263189372,0.8818277330959544
62,0.327899660859535,0.8618470154591461,0.3483907790745006,0.846376054427203
63,0.3392217244897316,0.8585820900860117,0.38298842749174905,0.8490021018420949
64,0.3322130443889703,0.8669776124740715,0.41455766470993266,0.832457984195036
65,0.3247569659307821,0.8598880598794169,0.3476879745721817,0.8610819367801442
66,0.3294818025471559,0.8617537315212079,0.41778988522641797,0.8408613485448501
67,0.31590893864631653,0.86548507480479,0.4464045868200414,0.8156512625077191
68,0.31050153476978415,0.8738805971928497,0.44837170401040244,0.8269432783126831
69,0.31169505639752343,0.8689365671641791,0.3518429898163852,0.8487394978018368
70,0.32302645627242416,0.8650186568943422,0.3950001422096701,0.8353466426624971
71,0.3237267585832681,0.8621268654937175,0.3591145347146427,0.8426995838389677
72,0.3186051082700046,0.8652052238805971,0.36138557598871346,0.842174372252296
73,0.3055142019666843,0.8729477613719542,0.3603957085048451,0.8348214310758254
74,0.33526052668023465,0.861194029672822,0.42582543106640086,0.815126054427203
75,0.30267411614976714,0.8731343283582089,0.424120397252195,0.8185399174690247
76,0.3101127894956674,0.8642723880597015,0.3887071561287431,0.8390231132507324
77,0.29795473958574126,0.8833022393397431,0.4198716344202266,0.8206407603095559
78,0.3063499381515517,0.8775186565384936,0.3527985394877546,0.8639705882352942
79,0.3038767500599818,0.8707089557576535,0.3949754220597884,0.8266806742724251
80,0.30509347866164216,0.8722014925373134,0.3908241399947335,0.8295693292337305
81,0.2911251176204254,0.8813432837600139,0.3137723479200812,0.8642331957817078
82,0.31776098706829015,0.8730410453098923,0.3839462679975173,0.8555672308977913
83,0.31943455004870003,0.8641791050113848,0.36785023177371307,0.8293067251934725
84,0.28050580665246766,0.8859141789265533,0.3665858489625594,0.8689600860371309
85,0.3136106092316001,0.8696828359988198,0.3592219186179778,0.852415968390072
86,0.2698199324198623,0.8857276119402985,0.4190427468103521,0.8285189095665427
87,0.2940028429920994,0.8753731348621312,0.3769223164109623,0.8377100860371309
88,0.3181405872551363,0.8714552237026727,0.3343394275973825,0.8707983213312486
89,0.3120590070290352,0.8701492539092676,0.3769772806588341,0.8513655487228843
90,0.33673893004211025,0.864925372956404,0.33221300559885364,0.8629201720742619
91,0.30547935004109766,0.8642723880597015,0.3666718295391868,0.8542542036841897
92,0.26552557122351517,0.8891791042996876,0.34323832480346456,0.8563550430185655
93,0.28901764137475794,0.8782649253731343,0.3896904079353108,0.8413865566253662
94,0.30476871666623584,0.8739738811307879,0.3750049840001499,0.8453256312538596
95,0.30339460497471826,0.8667910445981951,0.3624386585810605,0.8403361369581783
96,0.3292704747239156,0.8669776124740715,0.3582342512467328,0.8445378191330853
97,0.3061500122742866,0.8644589550459563,0.33507057498483095,0.8689600860371309
98,0.28579402792809616,0.8804104479391184,0.4246629919199383,0.8138130272136015
99,0.29335684351511854,0.8814365676979521,0.354867985143381,0.8482142897213206
100,0.29164253753512653,0.8805037318770566,0.33758868277072906,0.8721113485448501
101,0.2744377824797559,0.8907649259069073,0.2750275279669201,0.8970588235294118
102,0.275541273849224,0.8865671647128774,0.41401302288560304,0.8329831957817078
103,0.2998795709503231,0.879570896056161,0.3742980921969694,0.8574054661919089
104,0.29794836800489855,0.8796641791044776,0.36797912418842316,0.8665966426624971
105,0.2874590376419808,0.8777985074626866,0.4290534582208185,0.8232668077244478
106,0.2614425010423162,0.8959888059701493,0.3684345492545296,0.8440126075464136
107,0.30477701561219656,0.8652052238805971,0.3680677045794094,0.8342962194891537
108,0.2819974197825389,0.8827425374913571,0.3530130798325819,0.8505777330959544
109,0.2768829084599196,0.8818097016704616,0.3468767579864053,0.8597689095665427
110,0.3100931882413466,0.8731343283582089,0.33630426841623645,0.8555672308977913
111,0.2742157756392635,0.8879664184442208,0.3521313544581918,0.8532037840170019
112,0.25433533010420517,0.8917910447761194,0.40923949374872093,0.8132878191330853
113,0.2891658068592869,0.8847014930710864,0.3966692484476987,0.8432247919194839
114,0.2630944130803222,0.8889925373134329,0.3437768593430519,0.8621323529411765
115,0.29087493891146643,0.8799440300286706,0.39181375459713097,0.8308823529411765
116,0.29493922150846735,0.8749067169516834,0.3780990006292568,0.8335084073683795
117,0.27608546514564486,0.8857276119402985,0.4160781520254472,0.8182773134287666
118,0.28378164101002823,0.8847014930710864,0.3380746525876662,0.8739495838389677
119,0.28036271484999625,0.882929104477612,0.37147895772667494,0.8621323529411765
120,0.2681420903597305,0.8888992542651162,0.3763599851552178,0.8445378191330853
121,0.2640711261487719,0.889365672175564,0.3692676091895384,0.8426995838389677
122,0.2810330213005863,0.8901119401205831,0.33591026944272656,0.8702731132507324
123,0.25293816525989504,0.8908582089552238,0.40162890974213095,0.8408613485448501
124,0.28159117698669434,0.8818097016704616,0.353490965331302,0.8537289956036735
125,0.27909287254312143,0.8897388061480735,0.4118460557040046,0.8140756312538596
126,0.2731426447185118,0.8879664184442208,0.3818248606779996,0.8395483213312486
127,0.26534926424275584,0.8917910447761194,0.42256591951145844,0.8282563055262846
128,0.27807822601119087,0.8805970149253731,0.3707950457054026,0.8513655487228843
129,0.279728256277184,0.8868470147474489,0.4693671622697045,0.810924372252296
130,0.2622353433450656,0.8940298512800416,0.3895222728743273,0.8532037840170019
131,0.2774521581717391,0.8884328363546684,0.3909148871898651,0.8403361369581783
132,0.27181015508388406,0.8762126867450885,0.38519005389774547,0.8329831957817078
133,0.28069056792935326,0.8768656716417911,0.43117811925270977,0.832195380154778
134,0.24378456275409727,0.9019589557576535,0.38973511054235344,0.8311449604875901
135,0.2684589135113047,0.891231343817355,0.3964482738691218,0.8384979016640607
136,0.25892315693755646,0.8921641796382506,0.40374983058256264,0.8469012625077191
137,0.24377107509036564,0.8958955229218326,0.4037830049500746,0.8114495838389677
138,0.2723492646395271,0.8880597014925373,0.37861573871444254,0.8500525250154383
139,0.2635383373543398,0.8919776117623742,0.3423393859582789,0.8616071448606604
140,0.27449222804227874,0.8847947761194029,0.3481738085255903,0.8623949604875901
141,0.22880939941908887,0.9085820895522388,0.406276375931852,0.8342962194891537
142,0.27291616019028336,0.8821828356429712,0.44869764236842885,0.8159138665479773
143,0.26229914311152785,0.889365672175564,0.4239887849372976,0.8311449604875901
144,0.2358918324557703,0.9001865671641791,0.3920906203634599,0.8505777330959544
145,0.23824143354127655,0.902518656716418,0.39938951415174145,0.8361344547832713
146,0.2596141922829756,0.8950559701492538,0.3387969031053431,0.8579306742724251
147,0.25960150205377325,0.8962686568943422,0.3743230332346523,0.863445380154778
148,0.25401112971021167,0.8903917910447762,0.4168366886237088,0.8395483213312486
149,0.24584311502638148,0.8997201492537313,0.4117298529428594,0.842174372252296
150,0.2688537191099195,0.8812499998220756,0.36473016966791716,0.8597689095665427
151,0.25076621993264153,0.8940298512800416,0.43793441355228424,0.8487394978018368
152,0.2632610696687627,0.8986940303845192,0.37413475706296806,0.8550420193111196
153,0.2580607239879779,0.8971082087772996,0.37843061019392576,0.8476890781346489
154,0.2860156998260697,0.8858208958782366,0.3726790477247799,0.8426995838389677
155,0.26015657286590604,0.8936567164179104,0.37485723372767954,0.836659666369943
156,0.27500814132726015,0.8865671647128774,0.3641553205602309,0.8532037840170019
157,0.2572873815226911,0.8930037315212079,0.41766366187263937,0.8348214310758254
158,0.2465181547536779,0.8959888059701493,0.3822170557344661,0.8348214310758254
159,0.27384582651195244,0.887500000533773,0.3301583922961179,0.8702731132507324
160,0.25128257263507414,0.8941231343283582,0.350441822234322,0.8558298349380493
161,0.2522207388459747,0.8972014927152377,0.41319747795076933,0.8353466426624971
162,0.26076408553479324,0.8870335826233252,0.35945657947484183,0.8542542036841897
163,0.2756678393082832,0.8884328363546684,0.35488007173818703,0.8547794117647058
164,0.26689540939544565,0.8949626871009371,0.38182734215960784,0.8445378191330853
165,0.24346099460302895,0.9042910453098923,0.33350414563627806,0.8713235294117647
166,0.25242884490472167,0.8941231343283582,0.3689635246992111,0.8487394978018368
167,0.26147169908925666,0.8922574626865671,0.29668231483768015,0.8707983213312486
168,0.24585153251441558,0.9005597020263103,0.39916441545766945,0.8495273134287666
169,0.25749032991701987,0.8931902985074627,0.41910897107685313,0.8279937014860266
170,0.24851717766541154,0.894589552238806,0.40223002083161297,0.8316701720742619
171,0.25733795139326976,0.8976679106256855,0.37647512993391824,0.8458508428405312
172,0.23616680892100975,0.9081156716417911,0.37693483163328734,0.8450630272136015
173,0.24820037630956565,0.9005597020263103,0.33480018464957967,0.8652836154488956
174,0.2383095871156721,0.8992537313432836,0.38330604924875145,0.8500525250154383
175,0.23131730185071034,0.9037313434615064,0.3294207988416447,0.8568802546052372
176,0.24920801406920845,0.898320895522388,0.40357866357354555,0.8293067251934725
177,0.2570691342229274,0.9029850746268657,0.4259054581908619,0.8159138665479773
178,0.23871022529566466,0.8981343285361333,0.38788718511076536,0.8114495838389677
179,0.24443754998605643,0.8958955229218326,0.4679998843108906,0.8164390781346489
180,0.24494457734164907,0.8995335822674766,0.43762632064959583,0.8274684898993548
181,0.23874597532202058,0.902518656716418,0.38560107525657206,0.8453256312538596
182,0.2508240288762904,0.8923507466245053,0.3639824627076878,0.842174372252296
183,0.25508982621466936,0.8973880597014925,0.3692476319916108,0.8413865566253662
184,0.2564611179170324,0.8894589552238806,0.3272848322111018,0.8616071448606604
185,0.2252780308029545,0.9136194035188475,0.3717289751066881,0.8490021018420949
186,0.2578170626465954,0.8978544776119403,0.31645620132193847,0.8566176470588235
187,0.2661430760106044,0.8917910447761194,0.36917463032638326,0.8487394978018368
188,0.24213068053793552,0.9015858208955224,0.3765358188573052,0.8579306742724251
189,0.23332796368136335,0.901026119936758,0.3829565942287445,0.8358718507430133
190,0.2483664297345859,0.8986007464465811,0.3714485387591755,0.8440126075464136
191,0.25172548418614404,0.8920708957003124,0.34697303877157326,0.852415968390072
192,0.2470747470410902,0.8954291050113848,0.34359030250240774,0.8616071448606604
193,0.24482697448623714,0.8928171645349531,0.40760928743025837,0.8329831957817078
194,0.22688018964297735,0.9041977613719542,0.3582777928780107,0.8529411764705882
195,0.24964290812833986,0.8940298512800416,0.36553506290211396,0.8390231132507324
196,0.23033065315502793,0.9090485074626866,0.4999106763040318,0.7907037840170019
197,0.2577700146765851,0.8925373136107602,0.3665533898507847,0.84375
198,0.24652564125274545,0.8962686568943422,0.4179951127837686,0.8403361369581783
199,0.24677192041678214,0.9001865671641791,0.3798621805275188,0.8469012625077191
200,0.25171788236988124,0.8935634333695939,0.3684286264812245,0.8513655487228843
201,0.24860514255601968,0.8997201492537313,0.437324616838904,0.8148634468807894
202,0.24455963333707248,0.8992537313432836,0.40109022838227887,0.8329831957817078
203,0.23479182884764316,0.9061567169516834,0.36283111221650066,0.8450630272136015
204,0.23182493081288552,0.8995335822674766,0.3778858070864397,0.8335084073683795
205,0.24283898321550285,0.9038246273994446,0.43890729634200826,0.8237920193111196
206,0.244807365670133,0.9000932841158625,0.4244719524593914,0.8274684898993548
207,0.2263830695579301,0.9071828358208955,0.43640371894135194,0.8261554661919089
208,0.2310212034342894,0.9033582094889968,0.38176049905664783,0.8384979016640607
209,0.24529022156302607,0.8958022389838944,0.3407991927336244,0.8616071448606604
210,0.25198111171597865,0.9006529850746269,0.37460024654865265,0.8487394978018368
211,0.2194108257987606,0.9168843288919819,0.4176783544175765,0.8230042036841897
212,0.24349773419437123,0.9000932841158625,0.3456226201618419,0.8550420193111196
213,0.2374054240201836,0.9014925378472057,0.39879320298924165,0.8342962194891537
214,0.20077499847358732,0.9207089552238806,0.4169802998795229,0.8172268937615788
215,0.24527543093731155,0.9015858208955224,0.3942678640870487,0.8335084073683795
216,0.25224116311144473,0.8930970154591461,0.3279297369367936,0.8652836154488956
217,0.24147955495030132,0.8973880597014925,0.3869507733513327,0.8290441176470589
218,0.22998539347257188,0.9056902990412357,0.4021378457546234,0.8219537840170019
219,0.25033789211467133,0.8973880597014925,0.43607736335081215,0.8174894978018368
220,0.21212879835224863,0.922481343817355,0.3665520382278106,0.8426995838389677
221,0.2219265569279443,0.9095149253731343,0.41782496080679055,0.8337710114086375
222,0.22158296339547456,0.9037313434615064,0.42373455885578604,0.8342962194891537
223,0.2389882233605456,0.898320895522388,0.38857777679667754,0.8232668077244478
224,0.2196780596651248,0.9116604479391184,0.39107073755825267,0.8490021018420949
225,0.2347412178320671,0.9027985076406109,0.37836887380656076,0.842174372252296
226,0.2307692987482939,0.9095149253731343,0.4569113929482067,0.8082983213312486
227,0.24085174167334145,0.9039179104477612,0.4533669878454769,0.8230042036841897
228,0.21590431740702087,0.9095149253731343,0.4004663719850428,0.8340336154488956
